,STORESpollen,STOREShoney,STORESnectar,BroodCells,BEESadult,WEIGHTcolony
188,2873.342404556308,31170.081988990547,1251.316126826172,17217.579656956914,35423.612640880245,45.32826066479636
189,3131.1272778728253,31041.391635941112,0.0,17037.689570372313,35817.5112232677,44.81831271386512
190,2955.1000737498453,30282.941567405127,5717.447801266739,17088.76169542498,36326.375767398364,46.90411640641336
191,2741.3601959397693,31853.5567423228,2835.680843914761,17124.456074805716,36482.80814290863,46.429557415454326
192,2834.864577764847,32270.083694220557,3823.215594315202,16893.813749398843,36572.801237853026,47.085480964332454
193,3016.6125712772628,33071.87227061402,4988.690698587307,16719.315186753163,36775.14047737947,48.04049960428216
194,2869.6010300396565,34356.10266184627,3949.095202073565,16555.83633961123,36938.04658017414,48.19240100805239
195,2914.2429137189265,35208.441000242725,4258.008060066279,16452.727412673234,37189.65997292172,48.77941669378058
196,2798.9580077726596,36221.57530728407,3183.7312081487707,16283.794587491531,37297.07193238252,48.79401929877195
197,2613.401001413955,36809.45519807355,3251.2706381458433,16095.797330544206,37515.146895824735,49.088629438681814
198,2691.1749604324013,37404.56495539421,5508.501836908983,15868.304395588699,37703.44806594008,50.391353486865924
199,2714.2795132903293,39023.880030560875,0.0,15812.719763615076,37759.59622888611,48.84280558534352
200,2934.247518127597,38445.086951868536,0.0,15635.893942360035,38109.95872711572,48.62254750730891
201,2737.5219997189934,37740.09036076023,4762.455869741365,15453.170842753654,38597.498591664924,50.29222439330146
202,2601.882363160329,38942.334981884414,5141.815448319876,15250.890889948389,38710.768993156686,51.01872070617133
203,2817.5696823592752,40336.964166216574,3425.777418202506,14887.750073033561,38742.28772400408,51.004229635654816
204,2659.594903478783,41033.70718499568,5921.200936082427,14698.772738817399,38849.35465406119,52.38244756522693
205,2714.6757273865032,42834.595682301646,1005.7150357503433,14430.611454322834,38930.53974969066,51.170184666264646
206,2580.600865698769,42647.94350549268,2133.628287598317,14184.58615818312,39263.629825651195,51.54017614954697
207,2459.19511226249,42856.28441473794,4198.4035995384975,13958.479875285471,39536.3724103521,52.517675957175356
208,2564.985905305007,43927.01680994758,3348.086955287125,13613.253634144792,39580.65525023585,52.69016095441087
209,2394.619094034527,44653.048483684295,3443.925107926808,13351.053623782229,39687.10907731389,53.039872266076316
210,2315.0260291240593,45432.419681584724,4176.312384102466,13033.871824060161,39774.61613688092,53.70263735496752
211,2240.5340181612396,46620.42722653422,0.0,12690.09839489276,39867.761321828104,52.46399454635679
212,2320.401582866432,46049.38593069368,4695.9564128668635,12411.735581049106,40216.56658808137,54.22791353872851
213,2180.8535021002663,47376.71571718108,3370.5424010748675,12161.029329226008,40255.25418274482,54.265727979305495
214,2007.1751608385157,48214.70268692803,2085.9769207993695,11830.202885698116,40284.611421255075,54.066207719433635
215,2052.2027287759543,48537.200948619495,2498.047619021634,11378.366564696302,40414.16007929275,54.386275970421956
216,1989.912917635546,49065.313003006064,2007.1635673107357,11005.809025276603,40567.00737377855,54.40335151803238
217,1908.7786552960085,49452.10705158112,0.0,10681.391677632864,40744.392197982066,53.697714305922254
218,1937.3232204257565,49046.45666787795,0.0,10289.806028984163,41030.206016082695,53.48841183035724
219,1759.1422500180604,48654.860601941575,0.0,9922.424149170321,41346.52656340287,53.24179851468416
220,1714.9240859469307,48256.6209389283,641.5266970525981,9512.617944596695,41635.48616780642,53.29247598352275
221,1631.197641874384,48144.389068629614,141.37498147111933,9101.721975939388,41876.009319848825,52.98434587526246
222,1628.220695360119,47783.28235841496,2197.9782104003243,8747.721325284034,42109.473244644,53.672325976648956
223,1532.8550634828837,48267.073333752654,1663.2558888627564,8388.202530021244,42141.82959233085,53.625142625028154
224,1522.364387967587,48539.20642309758,2662.321312447947,8016.190117351334,42161.00577759358,54.15064275708645
225,1452.3663214514715,49232.914010489505,1641.7553341238345,7683.9630959593105,42133.18738313187,54.00110015549805
226,1389.9711140220327,49526.758021258625,2224.346785787691,7326.764047663786,42113.23041170999,54.34266638541232
227,1267.2495057377357,50069.255492136646,2298.1117189524025,6962.40781974305,42078.869259076564,54.574332268699536
228,1174.1040416746991,50651.524851377464,1517.9844208038803,6605.686101813917,42039.5201422141,54.46551029935965
229,1132.5481587908039,50943.32492051545,1673.1633994347656,6263.94753525445,41981.315217306845,54.6251755864541
230,1056.9613367383886,51309.259607297994,1446.8164722155652,5954.274018430888,41921.699277634005,54.653576568821784
231,974.1344491861355,51632.59627273205,0.0,5627.906828555482,41834.293254920165,54.12887002002392
232,896.6209984572926,51387.57207837821,0.0,5303.929733769608,41852.22730419029,53.9527176072439
233,852.2967441831609,51120.81938930151,1161.5045446348772,4982.054969080208,41870.116754300696,54.273070778493405
234,818.2665512930142,51326.47303593994,1665.8612306867221,4682.903208069333,41779.1690221702,54.542324658393404
235,758.2281195140527,51758.79502994937,824.697716166339,4404.762303120978,41634.226629017576,54.335299180583625
236,725.666808755999,51852.137408203605,1167.3497209706466,4126.068379744919,41513.585565943555,54.47699651016557
237,661.22521057111,52120.74282213436,0.0,3863.0846662318063,41353.13206642772,54.04698844519742
238,578.1606849179722,51903.34904311186,866.0842824649288,3601.8865941657946,41259.155488995486,54.250846266356184
239,573.6130667192502,52042.992685455734,860.9558080159302,3332.179542468188,41090.28318028213,54.26926725550083
240,442.86033852967296,52206.6329977858,306.8686735926824,3099.585588543664,40904.042613406855,54.03559429175283
241,323.48934494329114,52155.42235992244,432.94533176061645,2859.5808992356174,40751.85981037777,53.99339749567422
242,214.83971360482457,52164.33309986866,315.02084768436566,2625.1401866757674,40591.31126393839,53.880304415835035
243,185.6733132387783,52136.601364916205,109.74645216926535,2414.4299308090312,40407.58903422605,53.729358801314646
244,148.4502785617976,52036.14974946162,0.0,2212.4845110802607,40216.5976194622,53.58032992233921
245,138.21577927580913,51897.88329051332,0.0,2027.7333156033526,40024.81400295719,53.46686095872888
